SeqID	TaxonName	Species-levelName	Light	Temperature	Moisture	Reaction	Nutrients	Salinity		Disturbance.Severity	Disturbance.Severity.herblayer	Disturbance.Frequency	Disturbance.Frequency.herblayer	Mowing.Frequency	Grazing.Pressure	Soil.Disturbance	SD_Disturbance.Severity	SD_Disturbance.Severity.herblayer	SD_Disturbance.Frequency	SD_Disturbance.Frequency.herblayer	SD_Mowing.Frequency	SD_Grazing.Pressure	SD_Soil.Disturbance
6087	Ononis rotundifolia	Ononis rotundifolia	6.5	6.2	3.3	7.8	2.3	0		0.63077	0.17885	0.19018	1.26002	0.05103	0.20857	0.12212	0.0025	0.0014	0.6079	0.0291	0.1986	0.0006	0.0009
6088	Ononis serrata	Ononis serrata	9	11.5	1	x	3.5	2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6089	Ononis spinosa	Ononis spinosa	8.1	x	x	6.9	x	0.4		0.51823	0.46097	1.0753	1.84005	0.69841	0.26653	0.22044	0.0004	0.0004	0.051	0.0062	0.1042	0.0004	0.0005
6090	Ononis striata	Ononis striata	8	6	3	8	1.7	0		0.51118	0.43767	1.03242	1.70686	0.56554	0.40638	0.21721	0.0007	0.001	0.1676	0.0279	0.3407	0.001	0.001
6091	Ononis tridentata	Ononis tridentata	8.5	9	2.2	8	3.3	0.3		0.39429	0.25429	1.25851	1.76024	0.02431	0.29722	0.19167	0.0122	0.009	0.9424	0.2629	0.2351	0.0063	0.0033
6092	Ononis variegata	Ononis variegata	9	10	4.3	7	5.3	2		0.39956	0.365	1.44292	1.88968	0.0112	0.15619	0.54678	0.0027	0.002	0.2498	0.0645	0.2777	0.0014	0.0063
6093	Ononis verae	Ononis verae	7	11	3	8	5	0		0.76714	0.45821	0.52945	1.61873	0.17074	0.26765	0.25075	0.0028	0.0095	0.7354	0.0547	1.3928	0.0028	0.0053
6094	Ononis viscosa aggr.	Ononis viscosa aggr.	8.1	9.8	2.3	7.5	4	0.3		0.81379	0.69655	0.91432	1.73894	0.1112	0.34074	0.27857	0.0046	0.009	0.8638	0.0418	1.7506	0.0063	0.0063
6095	Onopordum acanthium	Onopordum acanthium	8.6	x	3.6	6.9	7.6	0.2		0.78698	0.77101	1.46827	1.79799	0.95941	0.14427	0.41447	0.0021	0.0023	0.1582	0.0309	0.3859	0.0015	0.0036
6096	Onopordum acaulon	Onopordum acaulon	8	8	3	8	7	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6097	Onopordum bracteatum	Onopordum bracteatum	8	10	4.5	7	7	0.5		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6098	Onopordum caulescens	Onopordum caulescens	8	11	4	8	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6099	Onopordum eriocephalum	Onopordum eriocephalum	7	9	3	8	8	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6100	Onopordum horridum	Onopordum horridum	8.5	7	3	7.5	8	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6101	Onopordum illyricum	Onopordum illyricum	8.3	9	3.3	7.7	7.7	0.7		0.8022	0.75435	1.36876	1.93728	0.42435	0.2828	0.3913	0.0043	0.0043	0.091	0.0251	1.1773	0.0052	0.0062
6102	Onopordum laconicum	Onopordum laconicum	8	11	5	7	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6103	Onopordum majorii	Onopordum majorii	9	12	3	9	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6104	Onopordum messeniacum	Onopordum messeniacum	7	11	4	7	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6105	Onopordum myriacanthum	Onopordum myriacanthum	8	11	5	7	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6106	Onopordum rhodense	Onopordum rhodense	8	11	4	8	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6107	Onopordum tauricum	Onopordum tauricum	8.3	x	4	7.3	8.3	0.3		0.76667	0.7381	1.24485	1.93305	0.59063	0.225	0.425	0.0125	0.0117	0.1882	0.025	2.32	0.0054	0.0078
6108	Onosma arenaria	Onosma arenaria	8.1	x	3.4	7.5	2	1		0.43158	0.425	2.18607	2.18607	0.49582	0.35882	0.27941	0.0108	0.009	1.4368	0.2073	3.4244	0.01	0.012
6109	Onosma bubanii	Onosma bubanii	8	6	4	8	2	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6110	Onosma caucasica	Onosma caucasica	NA	NA	NA	NA	NA	NA		0.44	0.44	1.62525	1.62525	0.36957	0.37143	0.215	0.0013	0.0013	0.0484	0.0484	1.0015	0.0057	0.0027
6111	Onosma cinerea	Onosma cinerea	7.5	5.8	4	NA	NA	NA		0.545	0.54	1.93554	1.93554	0.42771	0.315	0.295	0	0	0	0	0	0	0
6112	Onosma echioides	Onosma echioides	7	8.5	3	8	2	0		0.50472	0.43465	1.22515	1.7251	0.35833	0.40308	0.19104	0.0034	0.0035	0.461	0.1078	0.9534	0.0028	0.0022
6113	Onosma erecta	Onosma erecta	7	NA	3	8	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6114	Onosma fastigiata	Onosma fastigiata	7	6.5	3	8	2	0		0.50625	0.45541	1.05224	1.73881	0.65942	0.39103	0.224	0.0016	0.0016	0.2372	0.0405	0.8634	0.004	0.0024
6115	Onosma graeca	Onosma graeca	7	11	3	6	4	0		0.78	0.475	0.65748	1.7812	0.18475	0.325	0.28	0.0014	0.0059	1.5448	0.0436	0.6071	0.0066	0.003
6116	Onosma helvetica	Onosma helvetica	7	7.8	3	8	2	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6117	Onosma heterophylla	Onosma heterophylla	NA	NA	NA	NA	NA	NA		0.49091	0.38676	0.7963	1.81948	0.1921	0.31538	0.21618	0.0067	0.0071	0.76	0.0379	1.3624	0.0033	0.0039
6118	Onosma polyphylla	Onosma polyphylla	8.5	6.3	4.8	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6119	Onosma pseudoarenaria	Onosma pseudoarenaria	8	8	3	7	2	0		0.44667	0.30667	0.6654	1.40457	0.16728	0.29	0.16552	0.0092	0.0105	2.429	0.152	2.9501	0.0073	0.0037
6120	Onosma rigida	Onosma rigida	8.5	5.8	6	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6121	Onosma simplicissima	Onosma simplicissima	8.5	4.3	4	NA	NA	NA		0.45197	0.44916	1.96739	2.06412	0.49812	0.41157	0.18761	0.0013	0.0013	0.013	0.0124	0.6123	0.0017	0.0006
6122	Onosma stellulata	Onosma stellulata	NA	NA	NA	NA	NA	NA		0.572	0.26	0.35254	1.51914	0.13573	0.268	0.156	0.0061	0.0098	1.9848	0.1097	2.9874	0.0064	0.0023
6123	Onosma tinctoria	Onosma tinctoria	8.5	5.2	4.6	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6124	Onosma tornensis	Onosma tornensis	9	8	1	9	1	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6125	Onosma visianii	Onosma visianii	8	6.7	2	8.5	1.5	0		0.44756	0.41546	1.32335	1.94378	0.38023	0.4014	0.18048	0.0027	0.003	0.2727	0.0491	1.1687	0.0031	0.001
6126	Ophioglossum azoricum	Ophioglossum azoricum	8	5.5	7.7	4.3	1.7	0.3		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6127	Ophioglossum lusitanicum	Ophioglossum lusitanicum	8	9.3	x	4.8	1.8	0.3		0.35088	0.34262	1.96023	2.02491	0.15623	0.19672	0.20317	0.0075	0.0075	0.0178	0.014	1.7877	0.01	0.0047
6128	Ophioglossum vulgatum	Ophioglossum vulgatum	6.6	5.3	x	6	2.4	0.3		0.49435	0.45399	1.14407	1.88589	0.66205	0.2794	0.23594	0.0014	0.0016	0.2181	0.033	0.4608	0.0024	0.0019
6129	Ophrys apifera	Ophrys apifera	7.6	x	4	8.1	2.6	0.1		0.5098	0.46391	1.14269	1.79371	0.81561	0.29076	0.14785	0.0012	0.0017	0.3579	0.0554	0.4672	0.0018	0.0022
6130	Ophrys argolica	Ophrys argolica	8	9.5	4	8	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6131	Ophrys bertolonii	Ophrys bertolonii	8	8.7	4	5	2.5	0		0.61923	0.45	0.66071	1.74473	0.37301	0.3375	0.18333	0.0052	0.0121	2.6353	0.1478	2.7114	0.0048	0.0057
6132	Ophrys bombyliflora	Ophrys bombyliflora	7.7	9.3	3.7	7	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6133	Ophrys ferrum-equinum	Ophrys ferrum-equinum	6	11	4	6	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6134	Ophrys fusca	Ophrys fusca	8	8.7	3.4	6.8	2.5	0		0.66885	0.34153	0.4843	1.64847	0.16982	0.30789	0.18475	0.0025	0.0062	0.7595	0.034	1.0211	0.0031	0.0031
6135	Ophrys holoserica	Ophrys holoserica	7.9	8	4.3	7.8	2.6	0		0.50717	0.4691	1.25376	1.86049	0.90571	0.30287	0.11831	0.001	0.0019	0.4226	0.0163	0.4676	0.0011	0.0011
6136	Ophrys insectifera	Ophrys insectifera	7.6	5.9	x	8	2.5	0		0.51977	0.3864	0.6632	1.57211	0.49571	0.27159	0.10634	0.0019	0.0027	0.5951	0.0517	0.727	0.0012	0.0009
6137	Ophrys kotschyi	Ophrys kotschyi	7	11	3	6	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6138	Ophrys lunulata	Ophrys lunulata	8	10	3	6	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6139	Ophrys lutea	Ophrys lutea	7.8	9.1	3.5	7.3	3.4	0		0.69861	0.32609	0.43601	1.67191	0.12552	0.36338	0.20149	0.004	0.0075	1.2545	0.1589	1.0042	0.0041	0.0037
6140	Ophrys omegaifera	Ophrys omegaifera	7	11	3.3	6	3.3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6141	Ophrys reinholdii	Ophrys reinholdii	4	11	4	7	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6142	Ophrys scolopax	Ophrys scolopax	7.8	8.4	3.2	7.4	2.5	0		0.58315	0.41412	0.60915	1.74154	0.48414	0.32326	0.18	0.0029	0.0046	0.8293	0.0321	0.9584	0.0026	0.0029
6143	Ophrys speculum	Ophrys speculum	7.5	9.3	3.5	7.8	3.2	0.2		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6144	Ophrys sphegodes	Ophrys sphegodes	8	x	x	8.4	2.7	0		0.53724	0.43095	0.85253	1.80996	0.59815	0.31713	0.157	0.0018	0.0024	0.3754	0.0164	0.5149	0.0016	0.0025
6145	Ophrys tenthredinifera	Ophrys tenthredinifera	8	8.8	2.8	6.8	2.5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6146	Oplismenus hirtellus	Oplismenus hirtellus	NA	NA	NA	NA	NA	NA		0.69383	0.14872	0.04857	1.31575	0.00976	0.18642	0.10494	0.0001	0.0012	0.1616	0.0117	0.0339	0.0002	0.0001
6147	Opopanax chironium	Opopanax chironium	7	7.3	4	7	3.5	0		0.7325	0.36282	0.22581	1.43452	0.17202	0.25063	0.18734	0.0021	0.0073	1.1759	0.0435	1.1695	0.004	0.003
6148	Opopanax hispidus	Opopanax hispidus	8	11	4	8	6	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6149	Opuntia ficus-indica	Opuntia ficus-indica	NA	NA	NA	NA	NA	NA		0.72951	0.41905	0.62441	1.59188	0.09483	0.3082	0.21905	0.0044	0.0081	0.9363	0.1748	1.3532	0.0055	0.0067
6150	Opuntia macrorhiza	Opuntia macrorhiza	NA	9	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6151	Orchis anatolica	Orchis anatolica	7	10	4	7	4	0		0.705	0.195	0.09691	1.63827	0	0.275	0.14	0	0	0	0	0	0	0
6152	Orchis anthropophora	Orchis anthropophora	7.4	x	3.4	7.6	2.8	0		0.55367	0.40079	0.64971	1.66816	0.47475	0.29766	0.13583	0.0018	0.0029	0.6251	0.0458	0.7176	0.0015	0.0014
6153	Orchis brancifortii	Orchis brancifortii	7	7	4	6	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6154	Orchis italica	Orchis italica	7.5	10	3.5	6.5	4.5	0		0.712	0.524	0.56236	1.55471	0.34795	0.34286	0.2	0.0035	0.0129	1.6613	0.0602	1.7837	0.0065	0.0062
6155	Orchis mascula	Orchis mascula	6.5	x	x	x	2.9	0		0.57069	0.31857	0.38901	1.55173	0.26762	0.23319	0.15198	0.0012	0.0017	0.4108	0.02	0.4533	0.001	0.0011
6156	Orchis militaris	Orchis militaris	7.1	6	3.8	8.7	2	0		0.51137	0.44516	0.96314	1.74155	0.76539	0.27746	0.11435	0.0012	0.002	0.4548	0.0229	0.5361	0.0008	0.0009
6157	Orchis olbiensis	Orchis olbiensis	7	8	4	8	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6158	Orchis pallens	Orchis pallens	x	x	x	7.8	4.2	0		0.67089	0.17412	0.09221	1.36107	0.05802	0.19277	0.11786	0.0021	0.0042	1.0449	0.0421	1.0348	0.0013	0.0005
6159	Orchis patens	Orchis patens	7	8	3	5	2	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6160	Orchis pauciflora	Orchis pauciflora	6.3	8.5	4.3	7.3	3.3	0		0.5303	0.3	0.47078	1.61767	0.11185	0.33889	0.10588	0.0074	0.0084	1.0272	0.0501	1.1472	0.0031	0.0053
6161	Orchis provincialis	Orchis provincialis	6.4	8.3	4.4	7.3	3	0		0.60238	0.2619	0.26028	1.48778	0.14473	0.29762	0.12619	0.0049	0.0057	1.5564	0.0819	1.313	0.004	0.002
6162	Orchis punctulata	Orchis punctulata	7	6.5	5.3	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6163	Orchis purpurea	Orchis purpurea	5.5	6.9	4.3	8	3.2	0		0.62188	0.25165	0.21653	1.44466	0.18144	0.24089	0.10787	0.0011	0.0021	0.5096	0.0219	0.513	0.0007	0.0007
6164	Orchis quadripunctata	Orchis quadripunctata	6.5	9	3	7	3.5	0		0.72203	0.28525	0.20229	1.55081	0.06965	0.32	0.17541	0.0027	0.0022	0.6927	0.0244	0.2427	0.002	0.0011
6165	Orchis simia	Orchis simia	7.6	x	3.6	8.2	2.7	0		0.61279	0.26522	0.26571	1.48178	0.20284	0.24783	0.11932	0.0039	0.0074	1.5998	0.0743	1.6271	0.0022	0.0029
6166	Orchis sitiaca	Orchis sitiaca	7	10	4	7	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6167	Orchis spitzelii	Orchis spitzelii	7.3	x	4.3	7.3	2	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6168	Oreochloa confusa	Oreochloa confusa	9	3	1	7	1	0		0.492	0.37917	0.7613	1.29081	0.18497	0.32273	0.16	0.0089	0.011	2.7085	0.574	3.6265	0.0092	0.009
6169	Oreochloa disticha	Oreochloa disticha	8.9	1.4	5	1.8	1	0		0.27895	0.26212	1.22869	1.36921	0.0004	0.22058	0.08358	0.0006	0.0006	0.1177	0.1081	0.058	0.0007	0.0005
6170	Oreochloa seslerioides	Oreochloa seslerioides	8	1	4	5	2	0		0.26275	0.26275	1.50345	1.50345	0	0.2	0.10588	0.0022	0.0022	0.2546	0.2546	0	0.0035	0.0014
6171	Origanum calcaratum	Origanum calcaratum	7	11	3	8	4	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6172	Origanum dictamnus	Origanum dictamnus	7	NA	3	8	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6173	Origanum majorana	Origanum majorana	7	8	4.5	7.5	5.5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6174	Origanum microphyllum	Origanum microphyllum	8	10	4	7	5	0		0.72121	0.28857	0.16206	1.58161	0.07027	0.28684	0.18056	0.0026	0.0105	1.4416	0.0704	1.3137	0.004	0.005
6175	Origanum onites	Origanum onites	7	10.5	4	8	4	0		0.69375	0.32154	0.26161	1.41801	0.09598	0.26452	0.16349	0.0028	0.0092	1.0081	0.0534	1.3462	0.0031	0.0045
6176	Origanum scabrum	Origanum scabrum	8	8	3	7	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6177	Origanum vetteri	Origanum vetteri	8	9	4	7	4	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6178	Origanum vulgare	Origanum vulgare	7	x	3.6	7.1	3.1	0		0.56346	0.34896	0.48122	1.51076	0.328	0.2423	0.13797	0.0004	0.0006	0.1185	0.01	0.1326	0.0002	0.0003
6179	Orlaya daucoides	Orlaya daucoides	7.8	7.5	4	7	5.5	0		0.71627	0.46303	0.50347	1.7141	0.15694	0.29951	0.2655	0.0027	0.0056	0.8298	0.0348	0.7833	0.0018	0.0036
6180	Orlaya daucorlaya	Orlaya daucorlaya	8	8	3	7	5	0		0.67955	0.58409	0.84308	1.79769	0.22232	0.37609	0.32273	0.0079	0.0097	1.0647	0.051	1.3564	0.007	0.0058
6181	Orlaya grandiflora	Orlaya grandiflora	7.6	x	3.3	8.2	3.8	0		0.56205	0.49108	0.99423	1.79354	0.41172	0.3016	0.23968	0.0014	0.0016	0.2401	0.0177	0.3397	0.0008	0.0011
6182	Ornithogalum amphibolum	Ornithogalum amphibolum	8.5	5.5	4.8	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6183	Ornithogalum arabicum	Ornithogalum arabicum	8	10.3	2.7	6	6.3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6184	Ornithogalum armeniacum	Ornithogalum armeniacum	8	11	3	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6185	Ornithogalum boucheanum	Ornithogalum boucheanum	6.7	7.5	3.7	6.3	6.3	0		0.73846	0.48846	0.45232	1.58565	0.39008	0.21154	0.42222	0.0102	0.0047	1.8681	0.0848	1.9542	0.0068	0.0124
6186	Ornithogalum collinum	Ornithogalum collinum	7	8.3	5	7	3.7	0.2		0.56589	0.49757	1.00539	1.82867	0.378	0.36161	0.21952	0.0032	0.0034	0.3356	0.0274	0.8304	0.0027	0.0025
6187	Ornithogalum comosum	Ornithogalum comosum	8.3	8.5	2	8	1.5	0		0.53905	0.53333	1.8246	2.22845	0.4073	0.33876	0.2875	0.0035	0.0035	0.0136	0.0052	0.6032	0.0028	0.0022
6188	Ornithogalum concinnum	Ornithogalum concinnum	NA	NA	NA	NA	NA	NA		0.27708	0.26122	1.49126	1.49126	0.10663	0.31961	0.14375	0.0014	0.001	0.0693	0.0693	1.6075	0.0009	0.0013
6189	Ornithogalum corsicum	Ornithogalum corsicum	8.5	8.5	3.5	6.5	6	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6190	Ornithogalum creticum	Ornithogalum creticum	7	NA	2	8	7	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6191	Ornithogalum cydonium	Ornithogalum cydonium	8	NA	NA	7	5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6192	Ornithogalum dictaeum	Ornithogalum dictaeum	NA	10	NA	NA	NA	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6193	Ornithogalum divergens	Ornithogalum divergens	7	9	2	6	2	0		0.7	0.57864	0.69056	1.76574	0.40669	0.25238	0.365	0.0181	0.027	3.3107	0.1625	3.9805	0.0059	0.0262
6194	Ornithogalum exscapum	Ornithogalum exscapum	8.5	8.5	3	6.5	5.5	0		0.595	0.46	0.69176	1.8911	0.09474	0.29	0.295	0	0	0	0	0	0	0
6195	Ornithogalum fimbriatum	Ornithogalum fimbriatum	7.5	6	6	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6196	Ornithogalum fischerianum	Ornithogalum fischerianum	8.5	4.8	5	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6197	Ornithogalum gussonei	Ornithogalum gussonei	7.4	x	3.5	7.3	4.3	0		0.58718	0.52532	0.96658	1.77456	0.33193	0.3875	0.21711	0.0043	0.0052	0.513	0.0303	1.0318	0.0041	0.003
6198	Ornithogalum montanum	Ornithogalum montanum	7	x	3.5	6.5	4.5	0		0.69762	0.42558	0.30022	1.58289	0.1526	0.25	0.26842	0.0108	0.0111	1.9214	0.0766	1.8311	0.0094	0.0107
6199	Ornithogalum narbonense	Ornithogalum narbonense	7.3	8.5	4.3	7.3	5.9	0		0.80164	0.73132	1.08188	1.86845	0.42689	0.2459	0.42419	0.0025	0.0043	0.4563	0.0226	0.6502	0.002	0.0038
6200	Ornithogalum nivale	Ornithogalum nivale	NA	8	5	7	5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6201	Ornithogalum nutans	Ornithogalum nutans	6.3	x	3.8	6.8	6.5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6202	Ornithogalum oligophyllum	Ornithogalum oligophyllum	8.1	6.9	4.4	5.8	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6203	Ornithogalum orthophyllum	Ornithogalum orthophyllum	8.2	7.4	2.6	7.4	2.1	0.2		0.51961	0.43606	0.92808	1.78675	0.45235	0.31644	0.22947	0.0013	0.0018	0.3659	0.0306	0.4926	0.0016	0.0015
6204	Ornithogalum ponticum	Ornithogalum ponticum	5.5	5.8	6.3	NA	NA	NA		0.66897	0.19667	0.10401	1.4011	0.05965	0.23	0.11	0.0041	0.0122	2.1641	0.0854	2.1672	0.005	0.0043
6205	Ornithogalum pyramidale	Ornithogalum pyramidale	8.3	7.5	3.3	6.3	3.7	0		0.63692	0.4701	0.56728	1.67764	0.43875	0.24095	0.25767	0.0029	0.0046	0.7582	0.0484	0.8719	0.0018	0.0039
6206	Ornithogalum pyrenaicum	Ornithogalum pyrenaicum	x	x	4.8	6.6	4.6	0		0.6538	0.2039	0.1306	1.36635	0.09881	0.20754	0.11251	0.0006	0.0012	0.2752	0.0128	0.2814	0.0004	0.0004
6207	Ornithogalum refractum	Ornithogalum refractum	7.5	7	2.5	7	2	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6208	Ornithogalum sphaerocarpum	Ornithogalum sphaerocarpum	7	7.3	4.5	6.5	3.5	0		0.55	0.3961	0.63597	1.58821	0.44065	0.21538	0.1925	0.0021	0.0041	0.9138	0.041	0.9062	0.0018	0.0041
6209	Ornithogalum umbellatum	Ornithogalum umbellatum	6.6	x	x	7	5.9	0.1		0.60976	0.41629	0.47232	1.67233	0.33894	0.21915	0.27203	0.0015	0.0023	0.4381	0.0196	0.4631	0.0014	0.0022
6210	Ornithopus compressus	Ornithopus compressus	8.3	9	3	4.3	3.3	0		0.55562	0.47911	0.96269	1.90404	0.46624	0.31236	0.30792	0.0022	0.0023	0.1858	0.0119	0.3679	0.0015	0.0014
6211	Ornithopus perpusillus	Ornithopus perpusillus	7.6	6.3	2.9	2.7	2.3	0		0.43624	0.42705	1.73268	2.15757	0.72223	0.36167	0.39674	0.0012	0.0012	0.0634	0.0051	0.2261	0.0014	0.0011
6212	Ornithopus pinnatus	Ornithopus pinnatus	8.3	9	x	4.3	x	0.3		0.46173	0.43878	1.51764	2.05363	0.49897	0.28125	0.28163	0.0061	0.0062	0.1675	0.0101	1.0689	0.004	0.0036
6213	Ornithopus sativus	Ornithopus sativus	9	7.5	1	3	2	NA		0.86269	0.84203	1.4711	2.22355	0.15532	0.10484	0.81774	0.0084	0.0101	0.5185	0.0218	2.0308	0.0118	0.0137
6214	Orobanche alba	Orobanche alba	7.6	x	3.8	8.1	x	0.4		0.49487	0.41277	0.93679	1.78702	0.48591	0.33167	0.16081	0.0019	0.0023	0.3931	0.0234	0.7763	0.0022	0.0021
6215	Orobanche alsatica	Orobanche alsatica	6.9	x	3.7	7.2	2.7	0		0.47	0.41515	1.02131	1.80595	0.51838	0.30667	0.12121	0.0093	0.0102	2.1459	0.1074	3.3599	0.0049	0.0037
6216	Orobanche amethystea	Orobanche amethystea	8	7.6	1.8	7	2	0		0.514	0.4913	1.46838	1.91764	0.75121	0.32889	0.16667	0.0073	0.0081	0.7951	0.0408	2.1603	0.005	0.0072
6217	Orobanche artemisiae-campestris	Orobanche artemisiae-campestris	7.4	7.2	3.9	7.4	4.1	0		0.53778	0.48182	1.08822	1.62693	0.37952	0.20435	0.22826	0.0085	0.008	0.2625	0.1544	2.1058	0.0038	0.008
6218	Orobanche canescens	Orobanche canescens	8	x	3.5	7.5	6	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6219	Orobanche caryophyllacea	Orobanche caryophyllacea	8.1	6.3	3.1	8.6	2.1	0		0.46964	0.40636	0.95531	1.73372	0.41219	0.25818	0.2306	0.0032	0.0036	0.702	0.0683	1.213	0.0032	0.0045
6220	Orobanche centaurina	Orobanche centaurina	8	7	4	8	3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6221	Orobanche cernua	Orobanche cernua	8.3	7.4	4	7	6	0		0.72174	0.63636	0.81803	1.6645	0.28749	0.17083	0.50417	0.0062	0.0135	1.4374	0.0631	2.0595	0.0013	0.012
6222	Orobanche chironii	Orobanche chironii	7	8	3	5	5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6223	Orobanche coerulescens	Orobanche coerulescens	8.5	6.5	2.7	8	1.3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6224	Orobanche crenata	Orobanche crenata	7.6	6.9	4.2	7.3	6.3	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6225	Orobanche cumana	Orobanche cumana	7.5	x	4.5	7	5	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6226	Orobanche denudata	Orobanche denudata	7	8	2	5	7	0		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6227	Orobanche elatior	Orobanche elatior	7.4	6.6	4	7.5	2.8	0		0.48947	0.4283	1.01239	1.89562	0.56108	0.29649	0.13929	0.0058	0.0075	1.5014	0.056	2.5033	0.0045	0.0046
